ApArtId	AP Art	AP Status	AP Start im Jahr	AP Stand Umsetzung	Pop Guid	Pop Nr	Pop Name	Pop Status	Pop bekannt seit	Pop X-Koordinaten	Pop Y-Koordinaten	TPop Guid	TPop Nr	TPop Gemeinde	TPop Flurname	TPop Status	TPop Status unklar	TPop Begründung für unklaren Status	TPop X-Koordinaten	TPop Y-Koordinaten	TPop Radius (m)	TPop Höhe	TPop Exposition	TPop Klima	TPop Hangneigung	TPop Beschreibung	TPop Kataster-Nr	TPop Verantwortlich	TPop für AP-Bericht relevant	TPop bekannt seit	TPop EigentümerIn	TPop Kontakt vor Ort	TPop Nutzungszone	TPop BewirtschafterIn	TPop Bewirtschaftung	TPop Lage repräsentiert Population	Massn Guid	Massn Jahr	Massn Datum	Massn Typ	Massn Massnahme	Massn BearbeiterIn	Massn Bemerkungen	Massn Plan vorhanden	Massn Plan Bezeichnung	Massn Fläche m2	Massn Form der Ansiedlung	Massn Pflanzanordnung	Massn Markierung	Massn Anz Triebe	Massn Pflanzen	Massn Anz Pflanzstellen	Massn Wirtspflanze	Massn Herkunftspopulation	Massn Sammeldatum	Massn MutWann	Massn MutWer	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	73DDE962-6998-4E48-9789-419377A0684A	6	Weiach	KG Rüteren, Grund	nur angesät	0		675610	268925	20	340				Grubenboden (ausserhalb eingezäunten Flächen)		Regula Langenauer	1	2004						0	7AD463EC-BC36-43B6-B785-0525A9832289	2004	2004-12-15 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		1										Asp West,  Asp Ost und Asp (Densbüren) Hinterreben	2004	2011-07-01 11:50:39	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	73DDE962-6998-4E48-9789-419377A0684A	6	Weiach	KG Rüteren, Grund	nur angesät	0		675610	268925	20	340				Grubenboden (ausserhalb eingezäunten Flächen)		Marcel Leuthold	1	2004						0	EA8B6916-953F-4591-9BD0-BBDFFB2CF43C	2008	2008-08-08 00:00:00	Ansiedlung: Ansaat		Marcel Leuthold	Orchideenmischung	1	675622/268932 bis 675627/268950		in einer Reihe von 17m Länge							1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	73DDE962-6998-4E48-9789-419377A0684A	6	Weiach	KG Rüteren, Grund	nur angesät	0		675610	268925	20	340				Grubenboden (ausserhalb eingezäunten Flächen)		Regula Langenauer	1	2004						0	596D6146-6087-4B7F-AFEE-F7644727FA9F	2009	2009-11-19 00:00:00	Ansiedlung: Ansaat		Regula Langenauer	mit ChS, MB, Equippe (Christoph, Yves); Koord.: 675631/268959	1										1759, 1760, 1677		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	E1A30552-B741-4195-BF06-4CFC4FE73A4A	9	Weiach	KG Rüteren, Grund, Fläche B	nur angesät	0		675610	268925								Charlotte Salzmann	1	2007						0	BAB716A8-F147-4003-B724-B22F89E996D3	2007	2007-09-17 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	E5D4609A-B067-4925-8679-7A5B5518897B	10	Weiach	KG Rüteren, Stubengraben, Fläche C	nur angesät	0		675863	269166								Charlotte Salzmann	1	2007						0	6F9AC9A1-9427-4404-B8D2-5D81DF8C12BC	2007	2007-09-17 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	53824673-13EC-4CB7-8BBC-6BC996BE0F2B	11	Weiach	KG Rüteren, W-Hang, Fläche 5	nur angesät			675555	268887			E					Charlotte Salzmann	1	2010							96585BD3-0D4B-4FA9-8268-9367742EA87D	2010	2010-09-17 00:00:00	Ansiedlung: Ansaat	Samen gemischt mit Sand, Ansaat mit Schaufelstichen	Charlotte Salzmann	Ansaat mit Yvonne Lüdi	1		500	Rechteck	zufällig, ca. 80 Schaufelstiche						2035, 1677 (AG+SH)	2010	2010-12-13 14:36:12	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	53824673-13EC-4CB7-8BBC-6BC996BE0F2B	11	Weiach	KG Rüteren, W-Hang, Fläche 5	nur angesät			675555	268887			E					Marlene Rüegg	1	2010							622987e4-f8c3-11e0-bd98-003048cd3590	2011	2011-07-29 00:00:00	Ansiedlung: Ansaat		Marlene Rüegg		1								100		1759, Asp E, Glattfelden		2011-10-17 15:24:47	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			60AE405E-9951-4F55-8788-D3C8EBA4C31F	11	Weiach, KG Rüteren	nur angesät		675500	269000	9EEB6EB2-BE36-45C3-8A58-D4095518D7A0	12	Weiach	KG Rüteren, Fläche 7, Föhren	nur angesät									flach			Charlotte Salzmann	1	2010							EFEFA85D-DA47-48D0-B9B2-544CC2EE379E	2010	2010-09-17 00:00:00	Ansiedlung: Ansaat	Samen gemischt mit Sand, Ansaat mit Schaufelstichen	Charlotte Salzmann	Ansaat mit Yvonne Lüdi	1		200	Kreis	zufällig, Ansaat um Föhren herum, ca. 80 Schaufelstiche						2035,1677 (AG & SH)	2010	2010-12-13 14:40:10	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B15F7B8A-DE49-488A-B3B9-9DF7A3B7C361	12	Weiach, Steinlochäcker/ Leberen	nur angesät		675390	268870	89AAC2AC-5E73-422B-AAC5-B130AF84DB04	1	Weiach	Steinlochäcker/Leberen, Fl. 2	nur angesät	0		675540	268870						Mergel oben trocken		Andreas Keel	1							0	BDB0DC31-923C-4E1E-9311-F7B83AAC06EA	2005	2005-07-14 00:00:00	Ansiedlung: Ansaat		Andreas Keel		0							400			AG 1 und 3		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B15F7B8A-DE49-488A-B3B9-9DF7A3B7C361	12	Weiach, Steinlochäcker/ Leberen	nur angesät		675390	268870	FBEBF469-3BC1-4EEF-ACD5-6DDCF13ED566	2	Weiach	Steinlochäcker/Leberen, Fl. 6	nur angesät	0		675630	268950						KiesSand unten im Zaun		Andreas Keel	1							0	69444CE2-9FC3-4B11-879A-4EB5A2500B0B	2005	2005-07-16 00:00:00	Ansiedlung: Ansaat		Andreas Keel		0							200			AG 1 und 3		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B15F7B8A-DE49-488A-B3B9-9DF7A3B7C361	12	Weiach, Steinlochäcker/ Leberen	nur angesät		675390	268870	81D545F1-3442-472D-8757-3689419C043A	3	Weiach	Steinlochäcker/Leberen, Fl. 5	nur angesät	0		675640	268930						KiesSand unten im Zaun		Andreas Keel	1							0	D4917A9C-88D7-4FFD-A4B9-A9E6D474106E	2005	2005-07-16 00:00:00	Ansiedlung: Ansaat		Andreas Keel		0							200			AG 1 und 3		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B15F7B8A-DE49-488A-B3B9-9DF7A3B7C361	12	Weiach, Steinlochäcker/ Leberen	nur angesät		675390	268870	80C20862-72DC-4E7E-816B-60236CEA526E	4	Weiach	Steinlochhäcker/Leberen	nur angesät	0		675426	268914								Charlotte Salzmann	1	2007						0	D420738F-3537-4147-809B-583D9425AC9E	2007	2007-09-05 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B15F7B8A-DE49-488A-B3B9-9DF7A3B7C361	12	Weiach, Steinlochäcker/ Leberen	nur angesät		675390	268870	80C20862-72DC-4E7E-816B-60236CEA526E	4	Weiach	Steinlochhäcker/Leberen	nur angesät	0		675426	268914								Charlotte Salzmann	1	2007						0	3EF3D45B-F337-4E27-8D2F-0E12ADDC8A31	2010	2010-09-17 00:00:00	Ansiedlung: Ansaat	Samen gemischt mit Sand, Ansaat mit Schaufelstichen	Charlotte Salzmann	Ansaat mit Yvonne Lüdi	1			Ring	zufällig, ca. je 140 Schaufelstiche						2035, 1677	2010	2010-12-13 15:46:45	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B15F7B8A-DE49-488A-B3B9-9DF7A3B7C361	12	Weiach, Steinlochäcker/ Leberen	nur angesät		675390	268870	65F9731A-BC8E-4D29-ADA5-F0DC23D2C60F	5	Weiach	Steinlichäcker/ Leberen West Oben/Nord	nur angesät	0		675390	268870								Isabelle Flöss	1	2004						1	2527D27A-1C14-4325-8078-45A05B876992	2004	2004-12-16 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss	flächig (mit Sand vermischt)	1										Densbüren (Asp), Hinterreben	2004	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B15F7B8A-DE49-488A-B3B9-9DF7A3B7C361	12	Weiach, Steinlochäcker/ Leberen	nur angesät		675390	268870	9CF3B0E3-4D2D-446B-A87D-E86CF8DD65E8	6	Weiach	Steinlockäcker/Lebern, SE-Ecke	nur angesät	0		675560	268795								Marcel Leuthold	1	2008						0	171C6940-2527-481F-91C7-15EBF2D8139C	2008	2008-08-08 00:00:00	Ansiedlung: Ansaat		Marcel Leuthold	Orchideenmischung	1	675546/268791 bis 675562/268796		in einer Reihe von 15 m Länge									2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			50B433B2-406C-42E6-AA57-CC515ACEF191	13	Weiach, Trockenwald Nord	nur angesät		675700	268075	A640DB29-EB9E-4658-8D3B-E52A43D7BF26	1	Weiach	Trockenwald Nord	nur angesät	0		675700	268075	250	360				trockene Bereiche entlang Grubenrand und Rheinhalde		Isabelle Flöss	1							1	08DC7CE7-0596-40D1-80C9-B9E3641CF3DD	2003	2003-11-13 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0								6		Asp	2003	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			67D3F78D-ED84-4F46-92F2-3BC5146AC47B	14	Winkel, Grosswis	nur angesät	2008			B3B9AA05-B30E-4B5B-B7E9-4DEE50CB0048	1	Winkel	Grosswis	nur angesät	0		683276	259930								Karin Sartori	1	2008						0	E867C763-2B3B-4D07-9A40-C6E2D32C38DC	2008	2008-07-30 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Karin Sartori	Orchideenmischung	1								22		1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			482CE355-0E44-48F3-940D-74437D9336DF	15	Winkel, Hagenbuck	nur angesät		684150	258825	350008EA-070C-409F-A898-0F036C5D5AB1	1	Winkel	Hagenbuck	nur angesät	0		684150	258825	15	430				Sandfläche, S-exponiert		Isabelle Flöss	1							1	0E580DF4-B902-4F1C-81DD-BBA9A0F38618	2003	2003-10-14 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0								5		Asp West, Merishausen	2003	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			B9432395-1CC5-4308-8132-53CF12B2DB51	16	Bachs, Hohflue/Rundflue	nur angesät		673382	265978	8A3A0B35-1B1A-437C-AA78-E012E8C6D103	1	Bachs	Hohflue/Rundflue	nur angesät	0		673382	265978		535				Lichter Wald		Regula Dickenmann	1		Kanton Zürich	Regula Dickenmann	WNB		teilweise 1 x Herbstmahd	1	279AA6D6-7E8E-428A-BDB3-AEB6DB313887	2005	2005-09-21 00:00:00	Ansiedlung: Ansaat		Regula Dickenmann		0										Kt. AG		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			E458D718-049A-4139-A821-DBBDDA0D274D	17	Hochfelden, Steinbruch	nur angesät	2007	679689	262845	0F543B9C-6A13-47F7-B722-4D791F3CB8B1	1	Hochfelden	Steinbruch	nur angesät	0		679689	262845								Charlotte Salzmann	1	2007						1	52A5D940-6373-491E-BE6F-409D2B1B8CBF	2007	2007-09-24 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677 Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			417AB7F3-D9F3-4728-A70F-D07D731C7DAF	18	Kloten, Eigental	nur angesät	2007	689184	258717	758E6E50-0C83-4F1A-BD7A-EBE82FE6FA58	1	Kloten	Eigental	nur angesät	0		689184	258717								Charlotte Salzmann	1	2007						1	3093C0DA-4843-4FF0-9E27-ACF614E7C385	2007	2007-09-19 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677 Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			2EF1A3B0-58AF-47A0-BC19-77AC297297D3	19	Oberembrach, Inner Rain	nur angesät	2007	688733	260672	21A13825-1565-45E0-9017-8FC5984445AD	1	Oberembrach	 Inner Rain	nur angesät	0		688733	260672								Charlotte Salzmann	1	2007						1	B42B8419-0B12-4251-9494-D291C521CAE8	2007	2007-09-19 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			2EF1A3B0-58AF-47A0-BC19-77AC297297D3	19	Oberembrach, Inner Rain	nur angesät	2007	688733	260672	E2427100-C8B3-421B-B33D-4961CB371A91	2	Oberembrach	Innerer Rain West	nur angesät	0		688684	260700	10							Kirsten Edelkraut	1	2008						0	177E0C11-C605-4972-A342-E8CC8ACD9764	2008	2008-07-31 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Kirsten Edelkraut	Orchideenmischung	1								6		1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			21280BE8-5C17-41F4-AF68-A63842353002	20	Rafz, Rütenen	nur angesät	2007			DA2BB543-06D9-43BB-92BD-0F4036054EFA	1	Rafzs	Rütenen	nur angesät	0		683953	273254								Charlotte Salzmann	1	2007						0	B993C275-626A-4677-8B6A-7EC52976166B	2007	2007-09-05 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			BDD02ABC-6DBD-4930-9553-C7CA71CA0BC5	21	Hüntwangen, Gentner Loch	nur angesät		680850	271650	0E8481CA-C8D6-498F-9380-5EC9EC0973E2	1	Hüntwangen	Loch Süd	nur angesät	0		680850	271650	100	380				Ebene mit Sand, Kies und Schotter		Isabelle Flöss	1	2004		Hansruedi Schudel				1	3C9B5B87-7F4F-4531-97A1-A5B0AF15C266	2004	2004-12-10 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Densbüren (Asp) Hinterreben	2004	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			BDD02ABC-6DBD-4930-9553-C7CA71CA0BC5	21	Hüntwangen, Gentner Loch	nur angesät		680850	271650	B41F9432-9153-451B-801C-04F044148EA9	2	Hüntwangen	Sand (2)	nur angesät	0		680827	271749								Charlotte Salzmann	1	2007						0	C5441287-18AB-45E4-865D-09CECA7E43BC	2007	2007-09-05 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			BDD02ABC-6DBD-4930-9553-C7CA71CA0BC5	21	Hüntwangen, Gentner Loch	nur angesät		680850	271650	18F4F853-06DE-4A16-8BDA-E6D36ED96160	3	Hüntwangen	Mergel	nur angesät	0		680828	271648								Charlotte Salzmann	1	2007						1	B53810C6-5AF6-4D99-822E-724BE74798D2	2007	2007-09-05 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			BDD02ABC-6DBD-4930-9553-C7CA71CA0BC5	21	Hüntwangen, Gentner Loch	nur angesät		680850	271650	6CF94331-94B8-4F62-8CC2-25E33BC3DCE2	4	Hüntwangen	Sand	nur angesät	0		680830	271670	10							Marcel Leuthold	1	2008						0	3D270F2E-BCBC-4380-B51F-64A95945C1A0	2008	2008-08-08 00:00:00	Ansiedlung: Ansaat		Marcel Leuthold	Orchideenmischung	1	680830/271669 bis 680837/271690		in einer Reihe von 21m							1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			BDD02ABC-6DBD-4930-9553-C7CA71CA0BC5	21	Hüntwangen, Gentner Loch	nur angesät		680850	271650	70E9881D-8572-441A-8091-946B47B81D33	5	Hüntwangen	Mergel	nur angesät	0		680847	271674								Marcel Leuthold	1	2008						0	05CC151A-A654-4EAA-BDE8-8E7AB64A864C	2008	2008-08-08 00:00:00	Ansiedlung: Ansaat		Marcel Leuthold	via-à-vis untere Treppe, rund um Koordinaten-Punkt, Orchideenmischung	1										1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			757176BC-B614-4B11-B1F2-55EB725C2E1A	22	Winterthur, Chöpfi	nur angesät	2007	695163	263529	80AD2DE3-31C6-4E26-80AA-02BFB26AFD1B	1	Winterthur	Chpfi	nur angesät	0		695163	263529								Charlotte Salzmann	1	2007						1	98CE32AD-F6FD-48D3-827A-CE5FFFC0E468	2007	2007-09-19 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			D513CC6B-889A-4DFD-885B-87E5CC740C35	23	Dättlikon, Wurzer	nur angesät	2007	690079	264277	0A038D13-1BEF-4B3B-8C1A-93C84784FFC0	1	Dättlikon	Wurzer	nur angesät	0		690079	264277								Charlotte Salzmann	1	2007						1	9CEDF5D2-E0DE-46FD-99A8-8DF3D311E0C4	2007	2007-09-19 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C7B59EDB-8227-4691-B453-3DBA33E133C3	24	Pfungen, Multberg	nur angesät	2007	691531	262880	E48E77A8-7E18-4340-BC19-22A981C22F14	1	Pfungen	Multberg	nur angesät	0		691531	262880								Charlotte Salzmann	1	2007						1	48CC0A58-6E65-47E0-AC56-A2A562EF96CB	2007	2007-09-19 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C7B59EDB-8227-4691-B453-3DBA33E133C3	24	Pfungen, Multberg	nur angesät	2007	691531	262880	E48E77A8-7E18-4340-BC19-22A981C22F14	1	Pfungen	Multberg	nur angesät	0		691531	262880								Kirsten Edelkraut	1	2007						1	E3FDEDD6-DB7D-442A-8157-087D552B87D8	2008	2008-07-31 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Kirsten Edelkraut	Orchideenmischung	1								4		1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			C7B59EDB-8227-4691-B453-3DBA33E133C3	24	Pfungen, Multberg	nur angesät	2007	691531	262880	E48E77A8-7E18-4340-BC19-22A981C22F14	1	Pfungen	Multberg	nur angesät	0		691531	262880								Charlotte Salzmann	1	2007						1	923e55b2-f59f-11e0-bd98-003048cd3590	2011	2011-07-21 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann	mit RF	1										1759, Asp E, Glattfelden		2011-10-13 15:30:52	topos	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0E407FFF-B0D6-4AD4-A2A6-A46FD1C3A7F8	25	Hüntwangen, Bäl	nur angesät	2007	679929	272485	7844EAA0-CD92-488E-BB15-C231A06B35CC	1	Hüntwangen	Bäl	nur angesät	0		679929	272485								Charlotte Salzmann	1	2007						1	778DA405-1F12-42A4-BF68-31972B6F602D	2007	2007-09-05 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			2AD55732-A75C-4739-9107-211E4B8B9BF1	26	Glattfelden, Berg	nur angesät	2007	680097	268708	A96E79B2-8395-4677-8049-4CF8A9C28355	1	Glattfelden	Berg	nur angesät	0		680097	268708								Charlotte Salzmann	1	2007						1	24E605FA-30ED-43F5-888E-CF2EFA776BF6	2007	2007-09-17 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			2AD55732-A75C-4739-9107-211E4B8B9BF1	26	Glattfelden, Berg	nur angesät	2007	680097	268708	A96E79B2-8395-4677-8049-4CF8A9C28355	1	Glattfelden	Berg	nur angesät	0		680097	268708								Marcel Leuthold	1	2007						1	8CE77D74-1A49-4800-9157-F55E1E0F8B3A	2008	2008-08-08 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Marcel Leuthold		1			in 2 Reihen à 7m							1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			963B885E-F1AC-47EF-94D7-B6703EC406E0	27	Bachenbülach, Brueder	nur angesät	2008	684079	262657	17BDFC25-33A4-423F-BB51-D5A4BCC8BDE1	1	Bachenbülach	Brueder	nur angesät	0		684079	262657								Karin Sartori	1	2008						1	69863868-958A-4172-9F62-C85EAB205D28	2008	2008-07-30 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Karin Sartori	in Orchideenmischung	1								13		1760/1759	4.7.+ 5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			DA39AA35-4E81-454D-956F-CB495074EBC0	28	Glattfelden, Eglisgrund Sand	nur angesät	2008	681923	268380	759C379E-45E8-4BA6-BA77-11C3EDB0F075	1	Glattfelden	Eglisgrund Sand kalkig	nur angesät	0		681923	268380								Andreas Keel	1	2008						1	4E866DE0-9EA2-4A67-8E5D-1BA602A34165	2008	2008-07-25 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Andreas Keel	mit Karin Sartori	1				v. a. am Rand der Sandflächen gegen die Wiese hin				200		1760/1759	4.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			545362F3-A488-440E-A598-85CEB10B6261	29	Eglisau, Förrlibuck	nur angesät	2008	682871	269813	11929BF8-CFE1-4CC5-AB73-1C780806EBF4	1	Eglisau	Eichhalde Ost	nur angesät	0		682871	269813								Kirsten Edelkraut	1	2008						1	4EEF3CBC-F60E-46F8-AC42-18C8636D7EE3	2008	2008-07-29 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Kirsten Edelkraut	mit Karin Sartori, linker Teil der Waldwiese, Orchideenmischung	1							11			1760/1759	4.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			17C009C1-A75C-4A23-850D-24F0EDAD1B74	30	Hüntwangen, Gentner Nord	nur angesät	2008	680949	271804	3EBEF1DD-94F0-4AF8-8BC7-8FA1072588BA	1	Hüntwangen	Gentner Nord	nur angesät	0		680949	271804								Charlotte Salzmann	1	2007						1	240A65A4-984B-427E-BC5E-5F5028A913D1	2007	2007-09-05 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1										1677, Merish. Asp West		2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			17C009C1-A75C-4A23-850D-24F0EDAD1B74	30	Hüntwangen, Gentner Nord	nur angesät	2008	680949	271804	A5EFB18D-34BE-4D31-8FAA-0FEEA0C8EAAF	2	Eglisau	Gentner Nord	nur angesät	0		680960	271768	7							Marcel Leuthold	1	2008						0	DF820CA3-809A-46C4-997F-0D64451EC490	2008	2008-08-08 00:00:00	Ansiedlung: Ansaat		Marcel Leuthold	Orchideenmischung	1			in einer Linie von 14m							1760/1759	4.7. +5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			9C79DF14-4B56-4456-AD7D-E0E366A263FA	31	Glattfelden, Höckli	nur angesät	2008	680882	268243	7A947F33-5FB5-465C-B92C-EFF294315146	1	Glattfelden	Höckli	nur angesät	0		680882	268243								Kirsten Edelkraut	1	2008	RL und HRS					1	AADC35C2-6D65-4E79-B0B3-69655CA41BB0	2008	2008-07-29 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Kirsten Edelkraut	mit KS, Orchideenmischung	1								9		1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
900	Aceras anthropophorum (L.) W. T. Aiton	kein AP			0FF3139E-3FC9-4D08-8DC3-0C65531FD7EC	32	Wasterkingen, Büelbrunnen	nur angesät	2008	676783	272780	B366D419-D61E-4A20-B2BF-FB4E2F62BF45	1	Wasterkingen	Büelbrunnen	nur angesät	0		676783	272780								Kirsten Edelkraut	1	2008						1	328C98F5-4787-447F-868C-D6807461AA24	2008	2008-07-29 00:00:00	Ansiedlung: Ansaat	Samen in 1Becher (200ml) Sand; Oberboden angehoben, Samen/Sand darunter geschoben, angedrückt	Kirsten Edelkraut	mit Karin Sartori, Orchideenmischung	1								15		1760/1759	4.7.+5.7.08	2010-03-27 00:00:00	KarinMarti	
